antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"User Guide, Warranty Documents",Power Adaptor,0.551906779661017,0.5688559322033898,0.4978813559322034,0.9021113243761996,1.5858344324229654,1.0,0.1839259102987647,4.404432535726153,0.8244203007896987,0.7993197278911565,0.7729559956047479,0.8886720495251575
Power Adaptor,"User Guide, Warranty Documents",0.5688559322033898,0.551906779661017,0.4978813559322034,0.8752327746741155,1.5858344324229654,1.0,0.1839259102987647,3.5914337212243885,0.8568299440639865,0.7993197278911565,0.721559667357837,0.8886720495251575
Warranty Documents,Power Adaptor,0.551906779661017,0.5688559322033898,0.4978813559322034,0.9021113243761996,1.5858344324229654,1.0,0.1839259102987647,4.404432535726153,0.8244203007896987,0.7993197278911565,0.7729559956047479,0.8886720495251575
Power Adaptor,Warranty Documents,0.5688559322033898,0.551906779661017,0.4978813559322034,0.8752327746741155,1.5858344324229654,1.0,0.1839259102987647,3.5914337212243885,0.8568299440639865,0.7993197278911565,0.721559667357837,0.8886720495251575
"User Guide, Warranty Documents","Laptop, Power Adaptor",0.551906779661017,0.551906779661017,0.4809322033898305,0.8714011516314779,1.578891913896574,1.0,0.17633110995403617,3.484426385024032,0.818232469980525,0.7721088435374148,0.7130087166432982,0.8714011516314779
"Laptop, Power Adaptor","User Guide, Warranty Documents",0.551906779661017,0.551906779661017,0.4809322033898305,0.8714011516314779,1.578891913896574,1.0,0.17633110995403617,3.484426385024032,0.818232469980525,0.7721088435374148,0.7130087166432982,0.8714011516314779
"Laptop, Power Adaptor",Warranty Documents,0.551906779661017,0.551906779661017,0.4809322033898305,0.8714011516314779,1.578891913896574,1.0,0.17633110995403617,3.484426385024032,0.818232469980525,0.7721088435374148,0.7130087166432982,0.8714011516314779
Warranty Documents,"Laptop, Power Adaptor",0.551906779661017,0.551906779661017,0.4809322033898305,0.8714011516314779,1.578891913896574,1.0,0.17633110995403617,3.484426385024032,0.818232469980525,0.7721088435374148,0.7130087166432982,0.8714011516314779
"Laptop, User Guide","Power Adaptor, Warranty Documents",0.6154661016949152,0.4978813559322034,0.4809322033898305,0.7814113597246127,1.5694730288936902,1.0,0.17450310614765874,2.2970939543574,0.9435929175616802,0.7604690117252932,0.5646673493249671,0.8736844032665616
"Power Adaptor, Warranty Documents","Laptop, User Guide",0.4978813559322034,0.6154661016949152,0.4809322033898305,0.9659574468085106,1.5694730288936902,1.0,0.17450310614765874,11.295683262711849,0.7226249558541982,0.7604690117252932,0.9114706054744738,0.8736844032665616
Power Adaptor,"Laptop, User Guide",0.5688559322033898,0.6154661016949152,0.5455508474576272,0.9590316573556799,1.558220111090812,1.0,0.19543930443837987,9.386122881355968,0.8309105221726584,0.854063018242123,0.8934597370351565,0.9227172056141566
"Laptop, User Guide",Power Adaptor,0.6154661016949152,0.5688559322033898,0.5455508474576272,0.8864027538726335,1.5582201110908118,1.0,0.19543930443837987,3.7953742937853128,0.9316269491026775,0.854063018242123,0.7365213750755921,0.9227172056141566
"Laptop, Power Adaptor, Warranty Documents",User Guide,0.4809322033898305,0.6440677966101694,0.4809322033898305,1.0,1.5526315789473686,1.0,0.17117925883366852,inf,0.6857142857142858,0.7467105263157894,1.0,0.8733552631578947
User Guide,"Power Adaptor, Warranty Documents",0.6440677966101694,0.4978813559322034,0.4978813559322034,0.7730263157894738,1.5526315789473686,1.0,0.17721200804366566,2.2122328666175397,1.0000000000000002,0.7730263157894738,0.5479680213191208,0.886513157894737
User Guide,"Laptop, Warranty Documents",0.6440677966101694,0.5233050847457628,0.5233050847457628,0.8125000000000001,1.5526315789473686,1.0,0.18626113185866133,2.5423728813559334,0.9999999999999999,0.8125000000000003,0.6066666666666669,0.90625
"Laptop, Warranty Documents",User Guide,0.5233050847457628,0.6440677966101694,0.5233050847457628,1.0,1.5526315789473686,1.0,0.18626113185866133,inf,0.7466666666666668,0.8125000000000003,1.0,0.90625
Warranty Documents,User Guide,0.551906779661017,0.6440677966101694,0.551906779661017,1.0,1.5526315789473686,1.0,0.19644139615053152,inf,0.794326241134752,0.8569078947368423,1.0,0.9284539473684211
User Guide,Warranty Documents,0.6440677966101694,0.551906779661017,0.551906779661017,0.8569078947368423,1.5526315789473686,1.0,0.19644139615053152,3.131502045587379,1.0000000000000002,0.8569078947368423,0.6806644270250096,0.9284539473684211
"Power Adaptor, Warranty Documents",User Guide,0.4978813559322034,0.6440677966101694,0.4978813559322034,1.0,1.5526315789473686,1.0,0.17721200804366566,inf,0.7088607594936711,0.7730263157894738,1.0,0.886513157894737
User Guide,"Laptop, Power Adaptor, Warranty Documents",0.6440677966101694,0.4809322033898305,0.4809322033898305,0.7467105263157895,1.5526315789473684,1.0,0.17117925883366852,2.0493066255778123,1.0000000000000002,0.7467105263157894,0.51203007518797,0.8733552631578947
"Laptop, User Guide",Warranty Documents,0.6154661016949152,0.551906779661017,0.5233050847457628,0.8502581755593805,1.5405829514933882,1.0,0.18362517056880212,2.992438632378729,0.912520493860207,0.8125000000000003,0.6658243917920927,0.8992173795263314
Warranty Documents,"Laptop, User Guide",0.551906779661017,0.6154661016949152,0.5233050847457628,0.9481765834932822,1.540582951493388,1.0,0.18362517056880212,7.420080037664785,0.783084962816206,0.8125000000000003,0.8652305642359734,0.8992173795263314
Power Adaptor,User Guide,0.5688559322033898,0.6440677966101694,0.5625,0.9888268156424581,1.5352837400764483,1.0,0.1961182131571388,31.85593220338987,0.8086730798595206,0.8648208469055375,0.9686086725192871,0.9310910394001765
User Guide,Power Adaptor,0.6440677966101694,0.5688559322033898,0.5625,0.8733552631578948,1.5352837400764483,1.0,0.1961182131571388,3.4043583535108977,0.979553403282217,0.8648208469055375,0.7062588904694169,0.9310910394001765
"Laptop, Power Adaptor",User Guide,0.551906779661017,0.6440677966101694,0.5455508474576272,0.9884836852207294,1.5347509849479748,1.0,0.1900854639471417,30.90677966101699,0.7775803897266408,0.8387622149837135,0.9676446394296683,0.91776157945247
User Guide,"Laptop, Power Adaptor",0.6440677966101694,0.551906779661017,0.5455508474576272,0.8470394736842106,1.5347509849479746,1.0,0.1900854639471417,2.9294696555494824,0.9789181692094315,0.8387622149837135,0.658641284061217,0.91776157945247
Laptop,Power Adaptor,0.9396186440677966,0.5688559322033898,0.551906779661017,0.5873731679819617,1.0325517142923126,1.0,0.01739913997414544,1.0448764703158286,0.5221066100952981,0.5769656699889258,0.04294906775177363,0.7787890048475916
Power Adaptor,Laptop,0.5688559322033898,0.9396186440677966,0.551906779661017,0.9702048417132216,1.0325517142923126,1.0,0.01739913997414544,2.026549258474579,0.07312058175781816,0.5769656699889258,0.5065503610049338,0.7787890048475916
"Power Adaptor, User Guide",Laptop,0.5625,0.9396186440677966,0.5455508474576272,0.9698681732580039,1.0321934109983717,1.0,0.017015360169491567,2.003906250000009,0.07128987517337049,0.5703211517165006,0.500974658869398,0.775238483472294
Laptop,"Power Adaptor, User Guide",0.9396186440677966,0.5625,0.5455508474576272,0.580608793686584,1.0321934109983717,1.0,0.017015360169491567,1.0431787634408602,0.5165389201158247,0.5703211517165006,0.04139152842647777,0.775238483472294
Laptop,"Power Adaptor, Warranty Documents",0.9396186440677966,0.4978813559322034,0.4809322033898305,0.5118376550169109,1.028031375182902,1.0,0.013113598822177552,1.0285894625592045,0.45158049308292814,0.5027685492801771,0.02779482349359473,0.7388975509127107
"Power Adaptor, Warranty Documents",Laptop,0.4978813559322034,0.9396186440677966,0.4809322033898305,0.9659574468085106,1.028031375182902,1.0,0.013113598822177552,1.7737023305084723,0.05430398334541542,0.5027685492801771,0.43620754012691226,0.7388975509127107
"Power Adaptor, User Guide, Warranty Documents",Laptop,0.4978813559322034,0.9396186440677966,0.4809322033898305,0.9659574468085106,1.028031375182902,1.0,0.013113598822177552,1.7737023305084723,0.05430398334541542,0.5027685492801771,0.43620754012691226,0.7388975509127107
Laptop,"Power Adaptor, User Guide, Warranty Documents",0.9396186440677966,0.4978813559322034,0.4809322033898305,0.5118376550169109,1.028031375182902,1.0,0.013113598822177552,1.0285894625592045,0.45158049308292814,0.5027685492801771,0.02779482349359473,0.7388975509127107
User Guide,Laptop,0.6440677966101694,0.9396186440677966,0.6154661016949152,0.955592105263158,1.0169999406633834,1.0,0.010287991956334452,1.3596986817325822,0.04696336365871679,0.6356673960612691,0.2645429362880899,0.8053045080994482
Laptop,User Guide,0.9396186440677966,0.6440677966101694,0.6154661016949152,0.6550169109357384,1.0169999406633834,1.0,0.010287991956334452,1.0317381189764043,0.2768366699882253,0.6356673960612691,0.030761797390884325,0.8053045080994482
Warranty Documents,Laptop,0.551906779661017,0.9396186440677966,0.5233050847457628,0.9481765834932822,1.0091078859274616,1.0,0.004723184788853807,1.165136534839925,0.020142418238722953,0.5404814004376368,0.14173148802909402,0.7525550335730222
Laptop,Warranty Documents,0.9396186440677966,0.551906779661017,0.5233050847457628,0.5569334836527622,1.0091078859274616,1.0,0.004723184788853807,1.0113452581187736,0.14947794587683874,0.5404814004376368,0.011217987158882921,0.7525550335730222
Laptop,"User Guide, Warranty Documents",0.9396186440677966,0.551906779661017,0.5233050847457628,0.5569334836527622,1.0091078859274616,1.0,0.004723184788853807,1.0113452581187736,0.14947794587683874,0.5404814004376368,0.011217987158882921,0.7525550335730222
"User Guide, Warranty Documents",Laptop,0.551906779661017,0.9396186440677966,0.5233050847457628,0.9481765834932822,1.0091078859274616,1.0,0.004723184788853807,1.165136534839925,0.020142418238722953,0.5404814004376368,0.14173148802909402,0.7525550335730222
